sale boost time warner profit quarterly profit medium giant timewarner jumped three month december year earlier firm biggest investor google benefited sale high speed internet connection higher advert sale timewarner said fourth quarter sale rose profit buoyed gain offset profit warner bros user time warner said friday owns search engine google internet business mixed fortune lost subscriber fourth quarter profit lower preceding three quarter however company said aols underlying profit exceptional item rose back stronger internet advertising revenue hope increase subscriber offering online service free timewarner internet customer sign aols existing customer high speed broadband timewarner also restate result following probe securities exchange commission close concluding time warners fourth quarter profit slightly better analyst expectation film division profit slump helped office flop alexander catwoman sharp contrast year earlier third final film lord rings trilogy boosted result full year timewarner posted profit performance revenue grew financial performance strong meeting exceeding full year objective greatly enhancing flexibility chairman chief executive richard parsons said timewarner projecting operating earnings growth around also expects higher revenue wider profit margin timewarner restate account part effort resolve inquiry market regulator already offered settle charge deal review company said unable estimate amount needed aside legal reserve previously intends adjust account deal german music publisher bertelsmanns purchase stake europe reported advertising revenue book sale stake europe loss value stake,0
dollar gain greenspan speech dollar highest level euro almost three month federal reserve head said trade deficit stabilise alan greenspan highlighted government willingness curb spending rising household saving factor help reduce late trading york dollar reached euro thursday market concern deficit greenback recent month friday federal reserve chairman greenspans speech london ahead meeting finance minister sent dollar higher earlier tumbled back worse expected data think chairman taking much sanguine view current account deficit taken time said robert sinche head currency strategy bank america york taking longer term view laying condition current account deficit improve year next worries deficit concern china however remain chinas currency remains pegged dollar currency sharp fall recent month therefore made chinese export price highly competitive call shift beijings policy fallen deaf despite recent comment major chinese newspaper time ripe loosening meeting thought unlikely produce meaningful movement chinese policy meantime federal reserves decision february boost interest rate quarter point sixth move many month opened differential european rate half point window believe could enough keep asset looking attractive could help prop dollar recent fall partly result budget deficit well yawning current account need funded buying bond asset foreign firm government white house announce budget monday many commentator believe deficit remain close half trillion dollar,0
yukos unit buyer face loan claim owner embattled russian giant yukos buyer former production unit back loan state owned rosneft bought yugansk unit sale forced russia part settle claim yukos yukos owner menatep group rosneft repay loan yugansk secured asset rosneft already face similar repayment demand foreign bank legal expert said rosnefts purchase yugansk would include obligation pledged asset rosneft real money creditor avoid seizure yugansk asset said moscow based lawyer jamie firestone connected case menatep groups managing director osborne told reuters news agency default fight rule exists international arbitration clause credit rosneft official unavailable comment company said intends take action menatep recover claim debt owed yugansk yukos filed bankruptcy protection court attempt prevent forced sale main production sale went ahead december yugansk sold little known shell company turn bought rosneft yukos claim downfall punishment political ambition founder mikhail khodorkovsky vowed participant sale,0
high fuel price profit british airways blamed high fuel price drop profit reporting result three month december airline made profit compared year earlier eddington chief executive said result respectable third quarter fuel cost rose profit still better market expectation expects rise full year revenue help offset increased price aviation fuel last year introduced fuel surcharge passenger october increased long haul flight short haul surcharge raised aviation analyst mike powell dresdner kleinwort wasserstein estimated annual surcharge revenue still short additional fuel cost predicted extra turnover quarter benefiting rise cargo revenue looking ahead full year result march warned yield average revenue passenger expected decline continues lower price face competition cost carrier however said sale would better previously forecast year march total revenue outlook slightly better previous guidance improvement anticipated chairman martin broughton said previously forecast rise full year revenue also reported friday passenger number rose january aviation analyst nick brul paribas described latest quarterly result pretty modest quite good revenue side show impact fuel surcharge positive cargo development however operating margin cost impact fuel strong said since september attack united states part major cost cutting drive focus remains reducing controllable cost debt whilst continuing invest product eddington said example taken delivery airbus aircraft next month start improvement club world flat share closed four penny penny,0
pernod takeover talk lift domecq shares drink food firm allied domecq risen speculation could target takeover frances pernod ricard reports wall street journal financial times suggested french spirit firm considering contact target allied domecq share london rose pernod share paris slipped pernod said seeking acquisition refused comment specific pernods last major purchase third giant seagram move propelled global three drink firm third seagram bought market leader diageo term market value pernod euro smaller allied domecq capitalisation euro last year pernod tried glenmorangie scotlands premier whisky firm lost luxury good firm lvmh pernod home brand including chivas regal scotch whisky havana club jacobs creek wine allied domecqs name include malibu courvoisier brandy stolichnaya vodka ballantines whisky well snack food chain dunkin donuts baskin robbins cream said ripe consolidation dealt problematic part portfolio pernod reduced debt took fund seagram purchase euro allied improved performance fast food chain,0
japan narrowly escape recession japans economy teetered brink technical recession three month september figure show revised figure indicated growth similar sized contraction previous quarter annual basis data suggests annual growth suggesting much hesitant recovery previously thought common technical definition recession successive quarter negative growth government keen play worrying implication data maintain view japans economy remains minor adjustment phase upward climb monitor development carefully said economy minister heizo takenaka face strengthening making export competitive indication weakening economic condition ahead observer sanguine painting picture recovery much patchier previously thought said paul sheard economist lehman brothers tokyo improvements market apparently feed domestic demand private consumption third quarter,0
jobs growth still slow created fewer expected january fall jobseekers pushed unemployment rate lowest level three year according labor department figure firm added january gain farm payroll market expectation nevertheless enough push unemployment rate lowest level since september gain mean president bush celebrate albeit fine margin growth economy first term office presided fall last novembers presidential election first president since herbert hoover result creation became issue last year election however adding december januarys figure administration first term record ended positive territory labor department also said revised gain december analysts said growth strong could expected given favourable economic condition suggests employment continuing expand moderate pace said rick egelton deputy chief economist financial group getting boost employment would given value dollar still relatively interest rate environment economy producing moderate satisfying amount growth said mayland president clearview economics mean limited number opportunity worker,0
india call fair trade rule india attends meeting seven leading industrialised nation friday unlikely cowed newcomer status london thursday ahead meeting indias finance minister lashed restrictive trade policy nation objected subsidy agriculture make hard developing nation like india compete also called reform united nations world bank palaniappan chidambaram indias finance minister argued organisation need take account changing world order given india chinas integration global economy said issue globalisation term engagement globalisation chidambaram attending meeting part group nation account third world population conference developing enterprise hosted finance minister gordon brown friday said favour floating exchange rate help country cope economic shock flexible exchange rate channel absorbing positive negative shock told conference india along china brazil south africa russia invited take part meeting taking place london friday saturday china expected face renewed pressure abandon fixed exchange rate nation particular blamed surge cheap chinese export country tried fixed exchange rate wish make judgement chidambaram said separately warned thursday indias budget deficit large would hamper country economic growth forecast around year march year march indian economy grew,0
ethiopias crop production ethiopia produced million tonne crop higher average past five year report crop production totalled million tonne joint report food agriculture organisation world food programme said good rain increased fertilizer improved seed contributed rise production nevertheless million ethiopians still need emergency assistance report calculated emergency food requirement tonne tonne fortified blended food vegetable targeted supplementary food distribution survival programme child five pregnant lactating woman needed eastern southern ethiopia prolonged drought killed crop drained well last year total tonne food assistance needed help seven million ethiopians food agriculture organisation recommend food assistance bought locally local purchase cereal food assistance programme recommended possible assist domestic market farmer said henri josserand chief faos global information early warning system agriculture main economic activity ethiopia representing gross domestic product ethiopians depend directly indirectly agriculture,0
court reject tobacco case government claim accusing country biggest tobacco company covering effect smoking thrown appeal court demand filed clinton administration rejected decision court washington found case could brought federal anti racketeering among accused altria group reynolds tobacco lorillard tobacco liggett group brown williamson case government claimed tobacco firm manipulated nicotine level increase addiction targeted teenager multi billion dollar advertising campaign lied danger smoking ignored research contrary prosecutors wanted cigarette firm surrender profit accumulated past year impose tougher rule marketing product court appeals district columbia ruled government could firm legislation drawn counteract mafia infiltration business tobacco company deny illegally conspired promote smoking defraud public also already many government demand landmark settlement reached state shares tobacco company closed higher ruling altria rising reynolds showing gain,0
